race,wealth,weight
White,5958800,1727.7614505
White,5891200,1840.9559707
White,5946800,1920.4385665
White,6343000,1846.0848205
White,6203300,1740.0631255
White,14985000,429.48186724
White,15005000,441.69183261
White,14912000,470.81255738
White,14725000,443.37801932
White,14869000,429.34073923
White,85621,9527.359591
White,85621,9541.4269265
White,85621,9520.3366062
White,86621,9539.8900305
White,86621,9524.0064278
Hispanic,136000,4522.8174433
Hispanic,119000,4625.2999606
Hispanic,102200,4483.3481683
Hispanic,95770,4596.8980719
Hispanic,96870,4485.7528675
White,6680500,7611.5891333
White,6679500,7981.2375996
White,6681500,8189.5271722
White,6681500,7876.7368309
White,6680500,7842.0570505
White,195000,2469.9495587
White,136000,2370.7795505
White,105400,2400.4657304
White,56000,2350.1282563
White,102000,2375.4510189
Asian,2630000,4017.7908486
Asian,2945100,4125.0013505
Asian,2928000,3744.3527883
Asian,2794100,3871.2475919
Asian,2787100,3953.9560965
White,347405,7689.0728189
White,332405,7045.6480254
White,324305,7295.3567224
White,331405,7182.3481023
White,339405,7043.4724764
White,10000,9784.4791096
White,10000,9572.2682216
White,10000,9642.7288365
White,10000,9639.843694
White,10000,9530.5712275
Black,480100,7832.086387
Black,437100,7807.3457653
Black,554100,8572.495949
Black,481100,8007.0399937
Black,492100,8678.3487701
White,23160,1999.0418539
White,22170,1991.6399971
White,22970,2003.740186
White,22150,2018.2720374
White,23150,2005.9601242
Black,15530,3011.7156314
Black,16060,2878.1155957
Black,16660,2939.233786
Black,16460,2936.1038909
Black,15800,2895.6180956
Black,425590,1661.322561
Black,665270,3353.4723451
Black,425560,1591.297822
Black,459440,3461.4867645
Black,445540,3535.1972705
Asian,845300,1140.0512458
Asian,615400,1136.6929712
Asian,627300,1226.0555382
Asian,694100,1157.761998
Asian,852500,1241.9548213
White,26294300,1898.1740256
White,26298200,1898.1041508
White,26296300,1911.5800785
White,26299800,1925.6570927
White,26304300,1907.2731509
White,3466000,163.71126895
White,3466000,171.13626081
White,3466000,177.78303893
White,3466000,172.05263106
White,3466000,166.64297135
Asian,1078500,1734.6615001
Asian,1073500,1729.5516688
Asian,1075500,1865.522578
Asian,1084500,1761.6095519
Asian,1074500,1889.7143628
White,135775000,58.738822074
White,135138000,59.395721002
White,119607000,59.68239119
White,134797000,60.949333759
White,129020000,59.32661024
White,12156000,2794.3733698
White,12156000,2961.3904037
White,12156000,3053.3344914
White,12156000,2935.8305431
White,12157000,2815.1280276
White,12771080,409.49178499
White,12770080,422.60354472
White,12771080,440.07900245
White,12771080,424.09542604
White,12770080,417.61164984
White,697700,6287.6835299
White,698700,6311.0446647
White,698700,6793.3528073
White,697700,6479.7099415
White,698700,6898.2083345
White,1343700,347.54681132
White,1307700,366.72681274
White,1353700,334.04880685
White,1336700,346.30679085
White,1316700,337.33803124
White,74950,18628.831958
White,74950,18560.061181
White,74950,18292.201373
White,74950,18837.352618
White,74950,18267.62535
White,134200,14381.089261
White,129720,13654.059575
White,130200,13743.249769
White,126600,13903.754857
White,127450,13592.857755000001
White,386300,5069.3791176
White,385530,5089.3092130000005
White,385700,5478.939802
White,377500,5227.9417321
White,367900,5563.1302272
White,27652000,53.793117087
White,25146000,51.621265414
White,25359000,52.957531703
White,25256000,52.365346424
White,29212000,53.640106951
White,10000,18925.453509
White,10000,18708.583286
White,10000,18829.538416
White,10000,18921.342175
White,10000,18657.914186
White,67735500,60.265002681
White,65324700,59.345397488
White,67237400,61.221468654
White,64000240,61.166927766
White,66171530,59.641824625
Hispanic,72380,9863.750581
Hispanic,72380,8786.8527012
Hispanic,73300,8980.8037309
Hispanic,75900,9308.2601353
Hispanic,72600,8851.9628186
White,252500,12812.068827
White,253500,12521.948548
White,252500,12335.444993
White,251500,12626.485536
White,252500,12247.358496
Hispanic,10000,2302.6670919
Hispanic,10000,2252.7256465
Hispanic,10000,2269.3077596
Hispanic,10000,2268.6287738
Hispanic,10000,2242.912728
Hispanic,10000,3068.9569674
Hispanic,10000,3102.4245865
Hispanic,10000,3094.3961261
Hispanic,10000,3098.8430411
Hispanic,10000,3102.5122676
White,293350,4715.7780781
White,300350,4745.5054607
White,253350,4743.2064974
White,292350,4751.6095167
White,393350,4743.5897959
White,63101,18291.283494
White,63201,17388.199295
White,63151,17171.084858
White,63101,17821.486051
White,63151,16996.962228
White,168700,8302.3693251
White,155800,8114.3680165
White,299500,7993.5115477
White,179000,8182.1091977
White,230700,7936.4304749
White,40000,15335.597865
White,254800,9889.1093353
White,95900,14751.90478
White,203900,15063.69142
White,100700,14571.479541
Asian,18330200,1810.5482647
Asian,18340200,1867.2220269
Asian,18488200,1992.5683816
Asian,18270200,1870.0773886
Asian,18441200,1790.1193236
White,250900,15090.543681
White,258900,13916.699507
White,250900,14021.782179
White,214900,14447.539229
White,205900,13738.242717
White,1556000,655.3636198
White,1556000,705.78054548
White,1556000,644.7051979
White,1604000,660.22112294
White,1556000,645.57754597
White,283300,1797.4941237
White,293300,1779.6120616
White,266900,1773.5817037
White,252600,1834.6895581
White,263100,1705.6596181
Asian,14340,2050.3468347
Asian,15340,2037.4064437
Asian,15340,2064.9408309
Asian,14340,2091.8811426
Asian,15340,2061.5033382
White,34245300,765.96228053
White,34268000,769.95660613
White,34238200,767.76010477
White,34246000,777.44472476
White,34267000,777.87660748
White,249260000,45.331261551
White,495858000,45.735690079
White,306671000,46.095435263
White,424967000,47.027158318
White,514736000,45.586858096
White,8081500,1720.8879035
White,6505600,1830.086542
White,8718000,1904.7289589
White,7311600,1829.9402987
White,7478000,1732.1364194
White,508500,6090.8933935
White,507400,6053.2250124
White,507500,6113.5806785
White,507400,6036.4711113
White,507500,6114.6952605
White,56930,12781.204208
White,58225,11794.832677
White,61340,12029.236777
White,62210,12214.304438
White,60880,11790.700854
Asian,1477400,882.69194732
Asian,1479400,1031.9387407
Asian,1477400,740.64038324
Asian,1479500,877.74163883
Asian,1478400,796.54644396
Black,246900,2866.2981476
Black,348890,2781.7952198
Black,203900,2794.788631
Black,272700,2800.3553053
Black,136400,2765.8599411
White,93090,12648.536012
White,85000,12009.094798
White,93190,12087.539856
White,111200,12228.708188
White,94400,11955.266231
Hispanic,27110,13493.654436
Hispanic,26410,13339.028188
Hispanic,26310,13425.267957
Hispanic,26410,13490.723096
Hispanic,26210,13302.901639
White,4801000,1869.8490295
White,4801000,1928.3790235
White,4801000,2057.830839
White,4800000,1931.3279068
White,4801000,1848.7509807
Asian,113440,2278.648094
Asian,125260,2356.2626317
Asian,120410,2317.4077003
Asian,131020,2359.8695724
Asian,123290,2336.5535954
Hispanic,10000,8826.8353097
Hispanic,10000,8818.0569088
Hispanic,10000,8843.9989886
Hispanic,10000,8815.3633638
Hispanic,10000,8844.8956435
White,10000,3844.958067
White,10000,3751.3673757
White,10000,3787.6746908
White,10000,3764.8497628
White,10000,3737.336858
Hispanic,512040,4567.9746796
Hispanic,512350,4210.1089301
Hispanic,513230,4236.8324038
Hispanic,512040,4368.3203401
Hispanic,512040,4148.692633
White,235490,3019.030538
White,239140,3045.8950593
White,233960,3154.3122311
White,235330,3156.895292
White,232840,3226.0869824
White,878470,7550.0555838
White,1420410,7577.3910689
White,631800,8147.5505352
White,1030800,7781.7963399
White,356800,12597.689844
White,282150,18484.220222
White,282750,18660.384161
White,281550,18203.07721
White,281150,18491.262808
White,281550,18236.583113
Black,14800,2979.4634916
Black,10000,2968.4314253
Black,11580,2986.4661008
Black,11230,3008.1250373
Black,32690,2989.7747983
Black,334250,2285.6629454
Black,333360,2179.8576599
Black,332060,2253.6807399
Black,333360,2195.7369567
Black,327360,2224.306153
White,19908000,7611.5891333
White,7279320,7981.2375996
White,5021920,8189.5271722
White,7126510,7876.7368309
White,17613160,7842.0570505
Other,486800,4875.9454779
Other,793800,2335.8552197
Other,558800,2520.1054985
Other,596800,2377.284379
Other,537200,4404.2682554
White,10000,16800.030452
White,10000,16490.831701
White,10000,16742.496128
White,10000,16754.166696
White,10000,16716.819479
White,195159000,54.553577624
White,206864000,54.762630676
White,307202000,55.066441355
White,261848000,56.264238562
White,263460500,55.031297776
White,98940,15235.28425
White,99640,14415.324895
White,112140,14309.423871
White,99540,14702.457726
White,99540,14229.434575
Hispanic,234500,1364.2223182
Hispanic,241200,1303.5377175
Hispanic,245000,1347.9386527
Hispanic,235390,1356.1090527
Hispanic,233720,1249.2632148
White,937600,13270.593405
White,1022600,13916.530515
White,1039600,15087.666317
White,995600,13731.080099
White,910600,15323.510658
Black,10000,1682.372902
Black,10000,1686.7700778
Black,10000,1662.2636263
Black,10000,1680.7122906
Black,10000,1671.3055659
Black,162310,2764.9521385
Asian,153900,2655.5810099
Black,165140,2629.9727706
Asian,147130,2684.0611876
White,113780,2525.1190238
Other,920550,3207.1623951
Other,932850,3197.3296854
Other,866350,3449.4784414
Other,833850,3255.5848496
Other,817550,3493.6785812
White,1167900,7099.3738031
White,1186200,7123.5971454
White,1170130,7672.6172922
White,1175600,7314.9085369
White,1173400,7790.857617
White,29463500,45.097736985
White,32923900,45.075796993
White,28858900,45.282673018
White,33847700,45.84046245
White,31552000,45.877972877
White,237680,12939.92844
White,237680,13003.766309
White,237680,13046.986025
White,237680,13357.467683
White,237680,12626.203853
Hispanic,10000,236.09970272
Hispanic,10000,245.29251382
Hispanic,10000,252.53118846
Hispanic,10000,252.33627112
Hispanic,10000,253.23742248
White,616631000,5.0846172837
White,771989300,5.0068634069
White,664072000,5.0537232881
White,629960000,5.143877366
White,687688000,5.1113223987
White,62062900,569.81297825
White,55007400,561.76106276
White,33448400,466.37287113
White,46473500,471.43989066
White,37966100,480.87881917
White,3496300,1088.256398
White,3636400,1178.6967887
White,3629300,1233.0564392000001
White,3980400,1175.965826
White,3822400,1110.8735467
White,624700,12951.431896
White,635700,12908.329479
White,633400,13933.600695
White,623800,13145.546979
White,632700,14108.640336
White,235000,7340.4684164
White,253400,6969.3742418
White,242300,7014.8991523
White,257700,7096.8249721
White,269900,6938.1352987
White,216780,4087.5806907
White,207790,3880.9348343
White,206390,3906.2856341
White,228890,3951.9064828
White,231880,3863.539255
White,97575000,56.988601802
White,97509000,56.206001938
White,98465000,56.516177183
White,98868000,57.749074147
White,98091000,57.503221402
White,17371000,2762.4471927
White,17370000,3027.7473869
White,17370000,3285.2798941
White,17370000,2940.546106
White,17370000,2845.6094587
Hispanic,10000,3880.5338973
Hispanic,10000,3881.3271598
Hispanic,10000,3889.1872586
Hispanic,10000,3882.4637919
Hispanic,10000,3889.8977309
White,4521800,3109.9520153
White,4479000,3409.5624275
White,4476600,3696.6319489
White,4425000,3311.7605011
White,4519000,3203.2941217
White,1700900,7048.7887465
White,1700900,8300.741038
White,1652900,5946.053424
White,1627900,7124.6374766
White,1700900,6411.6468555
White,309800,7464.5629309
White,279800,10866.66998
White,284800,10937.652562
White,300800,11065.391555
White,276800,10817.962123
White,10000,6744.9631572
White,10000,6756.3764739
White,10000,6742.2925173
White,10000,6758.6735395
White,10000,6744.4342903
Hispanic,67750900,114.89817308
Hispanic,70086000,115.43992374
Hispanic,53827900,116.32198096
Hispanic,57058500,119.11549685
Hispanic,64825900,116.41007381
White,10000,12564.681842
White,10000,12881.978498
White,16700,12737.007844
White,10800,12800.291706
White,10100,12778.832142
White,78227400,544.44585435
White,77105100,547.36993831
White,77659200,553.69395606
White,75412000,565.53502695
White,79872100,549.10756783
Black,10000,9635.817989
Black,10000,9855.4774794
Black,10000,9564.8363502
Black,10000,9795.1423029
Black,10000,9608.0848235
White,10554300,2896.3043452
White,10554300,3075.3602956
White,10526300,3178.1191983
White,10563300,3057.5550029
White,10596300,2919.5077013
Black,60950,2303.4014154
Black,62150,2171.6547514
Black,61950,2229.252867
Black,61150,2207.6920892
Black,60350,2197.7296817
White,28100,9140.484413
White,29100,9132.1556531
White,29100,9186.4255765
White,29100,9156.5084739
White,28100,9151.4898963
Black,220000,2285.6923591
Black,116120,2310.7139181
Black,96550,2182.1390398
Black,29060,2216.8308647
Black,54200,2186.6547369
Hispanic,10000,7532.4330536
Hispanic,10000,7833.0638053
Hispanic,10000,7717.970778
Hispanic,10000,7539.9856269
Hispanic,10000,7862.2863902
White,152800,13807.826078
White,151800,13153.893538
White,152800,13287.031665
White,152800,13652.561968
White,152800,13276.309706
Other,64000,8069.6336779
Other,64000,7894.6152523
Other,64000,7952.7268129
Other,64000,7950.3473257
Other,63000,7860.2261485
White,1240010,7992.3066475
White,1175770,8014.3310016
White,848990,8637.4600691
White,855600,8225.686931
White,1013300,8765.8931258
Asian,204100,3723.4756218000002
Asian,307200,3409.8116356
Asian,192500,3441.4905355
Asian,182200,3507.9659906
Asian,149360,3363.2831941
White,10000,6416.267149
White,10000,6492.0359204
White,10000,6425.536517
White,10000,6491.9411345
White,10000,6461.9612431
Black,10000,2684.3168618
Black,10000,2727.9758409
Black,10000,2674.4955539
Black,10000,2727.680345
Black,10000,2687.1384861
White,10000,9549.2407376
White,10000,9525.9650337
White,10000,9568.6380779
White,10000,9491.2820905
White,10000,9553.0082817
White,153485270,91.410864517
White,153181050,92.321845666
White,149163240,91.809403433
White,157228670,93.92103064
White,148117680,92.124191104
White,13727900,673.74167819
White,14249800,713.40130918
White,12518900,736.40966031
White,14238900,710.89154714
White,12667900,686.6639325
Asian,1244500,1052.5374816
Asian,1244400,1049.3105494
Asian,1244600,1132.0615872
Asian,1244600,1068.4289277
Asian,1245600,1146.5673397
Hispanic,10000,1509.8837494
Hispanic,10000,1509.2164754
Hispanic,10000,1512.996767
Hispanic,10000,1507.8625969
Hispanic,10000,1513.0466378
White,82890,12232.843823
White,83890,12315.277658
White,82890,12299.39607
White,83890,12332.40693
White,82890,12309.161402
White,26670000,45.305051813
White,25671800,45.195450516
White,26169500,45.298925541
White,25668700,45.830789663
White,25667900,46.062169563
White,468820,8019.3356097
White,392940,8046.7626454
White,752180,8668.3672378
White,319890,11660.504727
White,457880,8799.1130249
White,455320,10936.221214
White,456520,10347.636403
White,459665,10271.618326
White,460750,10553.746648
White,454225,10214.200254
White,1006000,2702.8360226
White,1002000,2710.2842125
White,1003000,2921.013826
White,1002000,2781.7605015
White,1003000,2964.4472811
Black,322700,6408.8027059
Black,301700,6383.8642191
Black,448700,7013.777312
Black,364700,6543.3619537
Black,457700,7096.5587397
Black,10000,11098.720758
Black,10000,11296.386462
Black,10000,11111.649422
Black,10000,11254.95645
Black,10000,11115.8283
White,12481000,400.04575659
White,14169000,424.24564638
White,13870000,441.05256079
White,11991000,425.18101191
White,12022000,407.12200095
White,1053900,3795.6921695
White,1053300,3809.794609
White,1054400,4100.9500451
White,1053800,3911.6129444
White,1054200,4164.2482855
White,1291500,7513.0741214
White,1134600,7537.0863912
White,1256500,8116.9506197
White,1242500,7735.6258093
White,1635200,6752.7394956
White,10000,7132.9651233
White,10000,6959.3405673
White,10000,7026.6959995
White,10000,6984.3523867
White,10000,6933.3118845
White,210000,11209.540607
White,210000,10808.547856
White,209000,10702.689075
White,211000,10860.815938
White,211000,10633.795576
Asian,2482800,1872.906167
Asian,1930060,2189.9174536
Asian,1783880,1570.8513541
Asian,2161690,1862.3355454
Asian,2040750,1689.897439
Hispanic,20300,4028.1857137
Hispanic,20700,3880.4054882
Hispanic,13100,3973.4183385
Hispanic,31100,3960.1118062
Hispanic,23800,3909.3918534
White,11436100,733.72230937
White,11388300,781.08895333
White,11426500,803.85729733
White,11376100,775.16231172
White,11451300,748.28771952
White,66777300,46.881009683
White,65057000,46.471641585
White,64166400,46.835814053
White,65143700,47.785452502
White,69676000,47.158118311
White,311800,8950.7285356
White,315500,8365.6913805
White,315800,8380.7662384
White,401400,8724.7302551
White,397300,8410.5030217
Black,10000,1885.8288763
Black,10000,1896.0343519
Black,10000,1866.7994705
Black,10000,1898.2128161
Black,10000,1871.4712049
White,112100,15447.50438
White,109700,15551.600945
White,113700,15531.545846
White,98600,14898.436878
White,109300,15543.877403
White,10000,20768.864091
White,10000,20682.093601
White,10000,20583.875669
White,10000,20612.387153
White,10000,20595.014099
White,270105,7209.1032876
White,275710,7234.1832463
White,273500,7794.3306388
White,272800,7430.416927
White,267620,7913.000197
Black,10000,1631.7032474
Black,10000,1638.6663246
Black,10000,1616.0254151
Black,10000,1638.8565808
Black,10000,1618.911682
White,186100,10484.052378
White,120730,10377.161509
White,267100,10285.335961
White,442500,10635.834148
White,302000,10295.378987
White,141724800,52.854292618
White,139815700,53.056833894
White,120516300,53.351181198
White,128424000,54.511668316
White,131305000,53.317132304
White,688800,8658.7538429
White,746300,8694.0810386
White,689500,9361.413486
White,747500,8935.7795576
White,752700,9507.102876
