id,sampling_weight,a,y,sex,race,mom_educ,dad_educ,log_parent_income,log_parent_wealth,test_percentile
91,1.0118787757353858,untreated,TRUE,Female,Non-Hispanic Non-Black,No mom,College,8.66912318888234,10.377587446691443,38.67964903593858
92,0.9830276265973225,untreated,FALSE,Female,Non-Hispanic Non-Black,Some college,Some college,10.910967583552159,11.050024535621972,56.444956529701145
93,1.0274849448818713,untreated,FALSE,Male,Hispanic,High school,No dad,8.06822772881728,7.257116624291689,24.50441867373155
94,1.017360390909016,untreated,TRUE,Female,Non-Hispanic Non-Black,High school,High school,9.206158480839779,9.786800023899307,100
95,1.0179080140311272,treated,FALSE,Female,Non-Hispanic Non-Black,College,College,9.001011580003373,13.823986551134887,100
96,1.0069434335455298,treated,TRUE,Male,Non-Hispanic Non-Black,College,College,10.375096903843898,12.405561404660133,89.67179261086787
97,1.0319926071213559,untreated,FALSE,Male,Hispanic,< HS,No dad,11.179203419020567,8.524503587616136,49.31922913322551
98,0.9804738394450396,untreated,FALSE,Male,Non-Hispanic Black,High school,No dad,8.976194499332841,8.968712263935874,19.516336833310955
99,0.9730728649301454,treated,TRUE,Male,Non-Hispanic Non-Black,College,College,10.898973338741166,10.771050129968435,79.64291078408755
100,1.0030125689692795,untreated,FALSE,Male,Hispanic,No mom,Some college,9.858752487925603,6.700836826697278,25.247893007426935
101,0.985861761844717,untreated,FALSE,Male,Non-Hispanic Black,No mom,No dad,9.243622999190581,8.555993807664873,0
102,1.027656204905361,untreated,FALSE,Male,Non-Hispanic Non-Black,College,No dad,10.76803129674991,10.05897607606837,58.31783238789066
103,1.011704500275664,treated,FALSE,Male,Hispanic,College,College,10.10523939154172,11.911405836740855,38.93687941350149
104,1.025705085741356,untreated,FALSE,Male,Non-Hispanic Black,High school,No dad,8.84044032939941,7.909455111949771,22.75822676186631
105,1.0190760200610385,untreated,TRUE,Male,Non-Hispanic Non-Black,Some college,No dad,10.72223381326166,10.578158303705177,87.18171566704919
106,0.9894689101260156,untreated,FALSE,Female,Non-Hispanic Non-Black,Some college,Some college,12.28809567615651,9.763014483151009,30.745329882099014
107,1.0394971275236458,treated,TRUE,Female,Non-Hispanic Non-Black,College,College,11.295579356252137,10.924708926067575,89.70084790860825
108,1.0392092709196732,untreated,FALSE,Male,Non-Hispanic Non-Black,High school,< HS,10.946102614518747,8.230593974329848,2.5277802468037507
109,0.9674764778697863,untreated,FALSE,Female,Non-Hispanic Non-Black,Some college,No dad,10.776414046261973,9.538191331920117,31.243616128869732
110,1.0418831504881383,untreated,TRUE,Male,Non-Hispanic Non-Black,Some college,College,10.412778404732693,13.344061903113115,57.763517954605206
111,1.0378199147060514,untreated,TRUE,Male,Hispanic,< HS,High school,11.193352138064897,9.144332891054942,40.05633970365653
112,1.008648885646835,untreated,TRUE,Female,Non-Hispanic Non-Black,High school,College,8.5780638511954,11.239267131820064,32.246500391431766
113,1.021472576004453,untreated,FALSE,Female,Non-Hispanic Black,Some college,No dad,9.066640023918254,9.376098358973252,26.518564460546866
114,0.97643251537811,untreated,FALSE,Female,Non-Hispanic Black,High school,No dad,9.093077543353608,9.221558382261025,17.87439802513964
115,0.9655942776938901,untreated,FALSE,Female,Non-Hispanic Non-Black,Some college,No dad,9.50518507590472,7.756667137756693,0
116,1.0019351331982762,untreated,FALSE,Male,Non-Hispanic Non-Black,Some college,High school,11.482737653707066,12.169824322641539,37.39543463818987
117,0.9731007786234841,untreated,FALSE,Male,Non-Hispanic Non-Black,No mom,High school,10.031141490969558,10.762212713388681,69.80045720420524
118,0.9931699092732742,untreated,FALSE,Female,Non-Hispanic Non-Black,< HS,No dad,10.491933078213888,8.081613115009413,47.17950337313204
119,0.9993009279714897,untreated,FALSE,Male,Hispanic,Some college,High school,8.194682650112428,9.415635636791544,17.793124016696993
120,0.9729396702721714,untreated,FALSE,Female,Hispanic,High school,High school,9.775102286342626,10.894585311061084,34.549170557248175
121,0.9621978889219462,untreated,FALSE,Female,Non-Hispanic Non-Black,High school,College,9.039191020140724,10.992923756540343,44.56368175914011
122,0.9919233542168513,untreated,FALSE,Male,Hispanic,College,High school,10.293881324015999,8.918054069686859,100
123,0.9978091910947114,treated,FALSE,Female,Non-Hispanic Black,No mom,No dad,10.817217203686797,10.481275954862326,68.76377602693391
124,0.9693652329500765,untreated,TRUE,Male,Non-Hispanic Non-Black,< HS,High school,9.089557201130395,9.04857568689574,42.601585807788176
125,1.0056776232784614,treated,TRUE,Female,Hispanic,Some college,College,10.23109585386535,11.915096117730593,47.9548578076856
126,0.9582310372032224,treated,TRUE,Female,Non-Hispanic Non-Black,Some college,Some college,11.583669021719878,6.447368904254972,40.807565988229115
127,1.0421090332558378,treated,TRUE,Male,Non-Hispanic Non-Black,College,High school,10.965260970038821,8.640994666688737,59.156791131122816
128,0.9686002711998298,untreated,FALSE,Male,Hispanic,< HS,No dad,8.520497284116908,6.868654727138019,41.5914846679798
129,0.9512467802967876,treated,TRUE,Male,Non-Hispanic Non-Black,College,College,10.638303525689727,10.44556215727646,100
130,0.9893695378676057,untreated,FALSE,Male,Non-Hispanic Non-Black,High school,No dad,7.186497762024612,10.322615983456268,79.60861398668817
131,0.9557548096869141,treated,FALSE,Male,Hispanic,College,College,9.661242590943408,13.39673051019473,64.26208658551428
132,0.9963773440569639,untreated,FALSE,Female,Non-Hispanic Black,< HS,No dad,9.906788598956306,7.808832446806997,18.607400799305882
133,1.0408744042506441,untreated,FALSE,Female,Non-Hispanic Black,High school,No dad,9.425862774442539,9.87403689945337,45.68729124183105
134,0.9751157525461167,untreated,FALSE,Female,Non-Hispanic Black,High school,No dad,9.813858599147986,8.955899725647711,21.76502953653433
135,0.9931262814672663,untreated,FALSE,Female,Non-Hispanic Black,< HS,No dad,8.485790256592992,6.182289995601028,18.174805968412
136,0.9676145428791642,untreated,FALSE,Female,Non-Hispanic Non-Black,High school,High school,9.646160340718723,9.500261450459272,51.895345335269326
137,1.0487572044832632,untreated,FALSE,Male,Non-Hispanic Non-Black,No mom,College,8.971456402983922,6.101312733846848,4.39784854581923
138,0.9590413223486394,untreated,FALSE,Male,Non-Hispanic Black,< HS,No dad,9.739733357623699,8.578551436989745,14.073635319543214
139,1.043883014144376,treated,TRUE,Male,Non-Hispanic Non-Black,High school,High school,12.137590765658592,10.830565394794068,59.03682492086142
140,1.0228806279599667,untreated,FALSE,Female,Non-Hispanic Non-Black,College,College,9.73385707346455,12.035397340753214,30.635561340091744
141,0.9529267007252201,untreated,FALSE,Male,Non-Hispanic Non-Black,No mom,High school,8.925171348160308,10.072439993465387,71.11935881780191
142,0.9690726989647374,untreated,FALSE,Female,Non-Hispanic Black,< HS,High school,8.446267841222596,11.576641706903512,32.03164487398516
143,0.9823469482595101,untreated,TRUE,Female,Hispanic,No mom,Some college,9.705390712076788,7.4318324441482595,100
144,1.0399233992444352,untreated,FALSE,Female,Hispanic,High school,< HS,11.031512614127132,7.307328422747992,60.142095670253
145,1.0412855128291996,untreated,FALSE,Male,Non-Hispanic Non-Black,No mom,No dad,7.873640623729265,8.653276456748687,11.560336937767623
146,1.0117185287876054,untreated,FALSE,Female,Non-Hispanic Black,< HS,No dad,9.85354672680512,9.139007856628188,19.148545386899247
147,0.9676263579865917,untreated,TRUE,Female,Non-Hispanic Non-Black,High school,High school,10.233437139297397,12.107998772806893,46.259820698097336
148,1.004586754157208,untreated,FALSE,Female,Hispanic,< HS,< HS,9.763621803401769,7.240857383669743,0
149,0.9654322721529752,untreated,FALSE,Male,Non-Hispanic Non-Black,College,College,12.122834260968254,10.11166410592875,52.01617676213885
150,0.997732242406346,untreated,FALSE,Male,Non-Hispanic Non-Black,Some college,No dad,8.396396275830451,11.191970531272862,9.349341704277379
151,1.0093175672227517,untreated,FALSE,Female,Hispanic,< HS,Some college,11.047769669859811,9.621153870216592,34.305047693105834
152,1.046916863974184,treated,TRUE,Female,Non-Hispanic Non-Black,Some college,College,11.061574278806413,13.779902434477528,91.32066828532133
153,1.003276483551599,untreated,TRUE,Female,Non-Hispanic Non-Black,High school,High school,10.248876194811123,11.393826190470014,46.6241366909055
154,0.9661761559545994,untreated,FALSE,Male,Non-Hispanic Non-Black,Some college,High school,10.649914412781632,11.184206698294803,100
155,0.9744513575453311,untreated,FALSE,Male,Hispanic,< HS,No dad,8.83997104280977,7.750757443762645,21.400990255582503
156,0.968373746261932,treated,FALSE,Female,Non-Hispanic Non-Black,Some college,< HS,9.476759638717033,8.418963686476962,100
157,1.0489084924804046,treated,TRUE,Female,Non-Hispanic Non-Black,Some college,College,10.934605387500042,10.820370479441197,95.39661988694212
158,0.9892607645131648,untreated,FALSE,Male,Non-Hispanic Black,High school,High school,9.906748044315453,9.13720477917469,23.2137828293039
159,1.0473469132324682,untreated,FALSE,Female,Non-Hispanic Black,No mom,High school,9.711558141986938,9.969877891517294,9.24365353046976
160,0.9587257627630605,untreated,TRUE,Male,Non-Hispanic Non-Black,Some college,High school,10.686263146706779,10.930659120632104,74.71609043771974
161,0.9889403648441657,untreated,FALSE,Female,Non-Hispanic Black,High school,Some college,9.875688638366064,9.914505223209723,0
162,1.0265804888680576,untreated,FALSE,Male,Non-Hispanic Black,No mom,No dad,11.00697640515315,10.054716526890548,34.138929888409336
163,1.0252049486618489,untreated,TRUE,Male,Non-Hispanic Black,High school,Some college,10.281895444116707,6.39152791758643,31.353282146815303
164,1.0396173253189773,untreated,FALSE,Female,Non-Hispanic Non-Black,Some college,No dad,10.444567766797327,10.442194011763865,41.04442464275684
165,1.0492467873031275,untreated,FALSE,Male,Hispanic,Some college,< HS,9.816862252916204,10.727620854730333,48.32056800510907
166,0.9557621493469923,untreated,FALSE,Female,Non-Hispanic Black,< HS,High school,9.825205223500475,10.335299364022877,11.782203778330517
167,0.9723791797179728,untreated,FALSE,Male,Non-Hispanic Black,High school,No dad,8.014992843652019,9.324902982693365,35.32852011844805
168,0.9639072283636778,untreated,FALSE,Male,Hispanic,No mom,No dad,8.18542838792885,6.150786775841859,26.610112678983068
169,0.9853464070009068,untreated,FALSE,Female,Non-Hispanic Black,Some college,Some college,9.438444315260845,12.152610836323078,3.591104314196169
170,0.996095254458487,untreated,FALSE,Male,Non-Hispanic Non-Black,High school,High school,12.283507909195857,13.112859104890155,51.751571090641754
171,0.9689456754364073,treated,TRUE,Female,Hispanic,< HS,No dad,8.137533400647284,6.349502750841884,70.79558173227933
172,0.9755003090947866,treated,TRUE,Female,Non-Hispanic Non-Black,No mom,Some college,6.514916836638346,13.440012136084931,86.27251417640174
173,0.9588085409952327,treated,TRUE,Female,Non-Hispanic Non-Black,Some college,College,10.973132947221389,11.452047512078414,89.52098604939268
174,0.9507490671938285,untreated,FALSE,Male,Hispanic,Some college,Some college,11.049093407743179,9.13393740509254,17.425345317463105
175,0.9776370353298262,untreated,TRUE,Male,Non-Hispanic Non-Black,Some college,Some college,12.076732273723838,11.21369624330884,15.891699570719645
176,0.9729151799110696,treated,FALSE,Male,Non-Hispanic Non-Black,Some college,College,11.64972095957181,14.267246541692698,74.01137549325495
177,0.9676160457078368,treated,TRUE,Male,Non-Hispanic Non-Black,Some college,Some college,15.168498502389909,13.007056153394661,100
178,1.048221935867332,untreated,FALSE,Female,Non-Hispanic Black,Some college,Some college,8.99132704129047,9.656418395383646,19.555535946170956
179,1.0229561730753631,untreated,TRUE,Male,Hispanic,College,College,10.997481609241712,12.289206447657424,70.02811464838696
180,0.9647953821346164,untreated,FALSE,Female,Non-Hispanic Black,High school,High school,8.060049794538726,9.585464317165046,9.664142310716134
181,0.9831104913260788,untreated,FALSE,Female,Hispanic,Some college,Some college,9.241977557848518,8.680963561487951,49.53847301342388
182,1.0090985412243754,untreated,FALSE,Female,Non-Hispanic Non-Black,High school,High school,11.787322043292594,10.211805974470945,55.053455686285574
183,1.0375807833159343,untreated,FALSE,Female,Non-Hispanic Non-Black,High school,Some college,10.040020695216436,12.20156667744061,35.49488949126146
184,1.0347216121852398,untreated,TRUE,Male,Hispanic,< HS,< HS,8.95836358157824,8.278101079773553,35.96764390643355
185,1.0014968905365094,untreated,FALSE,Male,Hispanic,No mom,High school,10.199891573579405,8.592230626950311,57.62513985723302
186,1.0466225667158142,untreated,FALSE,Male,Non-Hispanic Non-Black,< HS,< HS,9.257522554731828,3.846185577135696,47.22426678902427
187,1.0091299440246075,untreated,FALSE,Female,Hispanic,< HS,Some college,9.731205972921295,9.39038777701291,24.73547456240897
188,1.0109032039530574,untreated,TRUE,Male,Non-Hispanic Non-Black,< HS,High school,12.90987928727461,6.902126202846187,40.58758930031597
189,1.01015640234109,untreated,FALSE,Male,Non-Hispanic Non-Black,< HS,High school,12.176832944802145,9.431318765355643,16.703564428919574
190,0.962858945550397,untreated,FALSE,Male,Non-Hispanic Black,< HS,No dad,7.794352296622365,7.098773851448157,21.02088269489606
191,1.0135559791466222,untreated,FALSE,Female,Non-Hispanic Non-Black,< HS,< HS,11.4230432313393,13.545425428399534,27.15833719708627
192,0.9652263672091067,untreated,FALSE,Female,Hispanic,< HS,No dad,7.583048430413519,7.341480546517247,28.646985552383
193,1.0245420261053368,treated,TRUE,Female,Non-Hispanic Black,High school,High school,11.509410038406287,9.605134569443264,53.9145093336337
194,0.9622495227260515,untreated,FALSE,Male,Hispanic,High school,No dad,9.521802624832885,11.217355548067337,8.26095352050686
195,0.9917124698869884,untreated,FALSE,Male,Non-Hispanic Black,High school,Some college,10.46231597964729,8.3952652948661175,59.25798887070431
196,1.0161981020122766,untreated,FALSE,Male,Non-Hispanic Non-Black,< HS,High school,9.891573049422133,12.031966354514564,6.904267023996855
197,0.9733119250042364,untreated,FALSE,Female,Hispanic,Some college,High school,6.593164888768435,10.547555339181471,35.074480877666375
198,0.9891113760182634,untreated,TRUE,Male,Non-Hispanic Black,< HS,< HS,8.014874848416515,9.61732986549674,13.867073022252015
199,0.9975764998001978,untreated,FALSE,Male,Non-Hispanic Non-Black,High school,High school,11.003342291429561,10.540736480771127,31.114139038146234
200,1.0451137626776472,untreated,FALSE,Male,Non-Hispanic Black,Some college,No dad,8.109068863309696,4.603484792923672,55.792182994052546
201,1.0107912012841553,untreated,TRUE,Male,Non-Hispanic Non-Black,High school,< HS,10.628386698026898,8.853650879423238,59.981607576398446
202,1.008739955490455,untreated,FALSE,Male,Non-Hispanic Black,College,High school,9.008828386588961,12.010944829760804,53.87697045678217
203,0.994057696685195,untreated,FALSE,Female,Hispanic,High school,No dad,8.906192544193964,8.878952055711864,50.13548441751358
204,0.9903138753725216,untreated,FALSE,Female,Hispanic,< HS,< HS,9.79935569073812,7.419515715031323,0
205,0.9598735439125448,untreated,FALSE,Female,Non-Hispanic Black,Some college,High school,11.42639551433361,10.66602216788796,22.0809136476887
206,0.9851588413584977,untreated,FALSE,Male,Non-Hispanic Non-Black,< HS,No dad,8.611663223540331,8.615274970633992,47.684350593602794
207,1.0314782697008922,untreated,FALSE,Female,Hispanic,Some college,No dad,9.29623234703699,7.35010883513614,33.68464753146634
208,1.0109063387615607,untreated,FALSE,Male,Hispanic,Some college,No dad,8.56071337624193,9.140994297889975,48.44973851931625
209,0.9747494859388098,treated,FALSE,Female,Non-Hispanic Non-Black,< HS,< HS,7.325403174926214,6.756670251543985,50.752863814419584
210,0.984511344996281,untreated,FALSE,Female,Non-Hispanic Black,High school,< HS,8.485436232530462,11.200892875536503,58.69147616546809
211,1.0013069520471618,untreated,FALSE,Female,Non-Hispanic Black,High school,Some college,9.04852855679731,11.387960940488902,42.89849072536277
212,0.9657048407243565,untreated,FALSE,Male,Hispanic,< HS,High school,10.708404995385418,7.865367417975039,53.08424170559992
213,0.9595190001884475,untreated,FALSE,Female,Non-Hispanic Non-Black,High school,No dad,9.606758226224454,7.7863822428262335,2.738605202091719
214,0.9781561678275466,untreated,FALSE,Male,Non-Hispanic Black,< HS,< HS,9.335122838745516,7.939314563472459,0
215,0.994982119766064,untreated,FALSE,Female,Non-Hispanic Non-Black,Some college,Some college,8.401883607242215,9.653125302626098,34.851083874144166
216,0.9785366575466469,untreated,FALSE,Male,Hispanic,High school,College,10.424133164687856,8.540638722616729,100
