id,hhincome
111,91579.50135220037
112,69737.71290131011
113,42832.0241222925
114,76131.0353319763
115,73101.0121389119
116,14971.65344593726
117,403827.6133405683
118,500000
119,41685.706047571744
120,65526.10967531026
121,39022.87945316733
122,37264.496065554
123,255135.78702908262
124,26022.025402564068
125,43585.230629426915
126,113556.87726496428
127,77414.8470348888
128,124714.87044303739
129,107475.84650143146
130,98398.0177179181
131,205145.32797192625
132,18837.759693148742
133,12966.885382647086
134,68678.04498868376
135,212828.6665286036
136,38096.48799377015
137,75818.99984386357
138,3513.243427034552
139,148103.90496960896
140,33771.77380543108
141,51521.969948184815
142,32200.44848549178
143,22769.990323640173
144,137054.77662873076
145,30670.177930280715
146,280336.0149842359
147,41688.82833733911
148,55794.30528643023
149,183661.2396462751
150,88298.134469498
151,109288.98172134292
152,30529.946963095077
153,69181.32899523144
154,171463.97702918548
155,60405.448810202106
156,148659.11691547834
157,73193.6544513499
158,96987.89652420455
159,31694.05505645634
160,41606.28609860678
161,27447.745474925174
162,500000
163,45260.689086127415
164,20846.85080679164
165,45210.797183750015
166,50777.1204856776
167,207855.8178205791
168,47212.743720970044
169,61445.9203459965
170,36200.6416727402
171,221533.46975591662
172,130995.43599972432
173,58265.16052708287
174,55666.80313529788
175,70403.54010181798
176,140819.0506958391
177,28369.4273669727
178,15110.412707852267
179,234199.17637310608
180,139417.92140732903
181,98704.7025128866
182,8119.916524342223
183,0
184,178586.83963028988
185,118707.43387838666
186,71204.21441945895
187,59649.20537572788
188,92155.96425349651
189,33730.61155636505
190,147676.14976818685
191,8611.447530872063
192,137080.3554861396
193,52872.58462993056
194,127922.35126168793
195,291492.8419980589
196,88415.9765915113
197,72226.54248165748
198,245283.01432349067
199,78117.64545121549
200,109962.72252366613
201,73581.49223424599
202,82020.84861208455
203,500000
204,116497.74000737262
205,109205.77484052307
206,30876.586358356843
207,21922.572197019963
208,72271.79956047391
209,120272.9640542829
210,257448.364523518
211,53845.04781500179
212,13075.758621718618
213,266528.4263825517
214,93426.05348215625
215,26738.854987294657
216,396548.3845958811
217,90238.36762189124
218,215818.65576575891
219,273603.3923238256
220,31120.361029123607
221,36729.41591312365
222,55769.2122658813
223,140216.63730890612
224,78220.99500989808
225,106107.25469069311
226,100228.73831551349
227,36165.70487894026
228,104078.72645859915
229,190409.39215214545
230,145809.82818349247
231,56553.78148648223
232,33076.722500635486
233,31726.02338036792
234,48449.884871170194
235,62945.880985381096
236,38747.17171032103
237,500000
238,50670.2844132095
239,133389.35552001558
240,23365.686472371686
241,47069.42162919812
242,180410.67895580144
243,7380.480806030032
244,91322.31146178089
245,175475.61483176073
246,50302.04886054962
247,37324.843758660885
248,170489.3046343156
249,72389.04151595444
250,26255.470958629863
251,47337.11367920303
252,96662.28074146197
253,93567.135661916
254,58253.962832842364
255,500000
256,25926.931201231266
257,63262.048644025694
258,461617.8685948007
259,37560.15047595313
260,123140.2950042303
261,24121.97632769092
262,94460.51174409028
263,104280.48506664162
264,74076.79373692746
265,10973.924229360804
266,61551.51396266912
267,153425.71690793647
268,129529.79824750545
269,64328.95621838818
270,21584.728529676522
271,37017.16779657399
272,10012.11899372622
273,66101.86289834352
274,19122.91719157946
275,84644.47046655185
276,64540.88850646503
277,42071.350160518356
278,80340.64930405829
279,46669.03015446256
280,115324.73358043823
281,40616.88601379936
282,78562.77197603027
283,102061.1109543626
284,49881.10531546059
285,375049.55672570795
286,500000
287,188571.29019427602
288,55912.22414878081
289,138205.33734529416
290,0
291,21391.47586132693
292,36960.85886664757
293,81680.68599863056
294,178426.1674998676
295,152787.2549492506
296,23469.994826869723
297,53222.447803690215
298,210682.50859839784
299,42013.17055024506
300,18366.453181725363
301,20643.231437915176
302,21146.67225672549
303,302016.62531891867
304,247020.31950862714
305,255909.9753257897
306,54887.55883396819
307,78663.77449113158
308,180880.10449021062
309,109665.80096033792
310,75806.91114079025
311,394418.87648774276
312,88645.58473465039
313,108434.07978784142
314,124887.64713564713
315,79666.83622910584
316,169145.138446049
317,258791.82196068758
318,86920.21176202438
319,133104.02637115683
320,19368.40275819301
321,400270.8642434479
322,61837.44742903069
323,124369.70704721358
324,449623.3494259953
325,66492.19694740654
326,37510.62483625705
327,19699.173452451476
328,15971.987006816767
329,88997.92871468587
330,29943.804067340017
331,71557.65755414426
332,195044.1787743879
333,52245.78832691084
334,68505.98334270933
335,87203.76295285922
336,27054.912535496143
337,76818.7870196899
338,145713.5044835414
339,8853.229241452205
340,16610.160353805342
341,95785.64387831457
342,51066.70074480707
343,77877.10666129146
344,500000
345,198850.5916808611
346,57927.14418040193
347,43814.3585757402
348,149719.73590854884
349,42315.08248053742
350,53267.24074716499
351,10872.543567666313
352,15016.354216325171
353,39694.10885649262
354,51520.419439896934
355,36824.43473787413
356,21982.295238818053
357,215478.14299949023
358,210110.84789038706
359,32400.215866385486
360,54156.529757622535
361,0
362,11024.427032850539
363,162680.32760323925
364,109542.7968940838
365,156986.98409138896
366,52384.41302009986
367,155457.68448076936
368,23835.004001406156
369,52382.03034956924
370,113864.89833439255
371,50224.00032625162
372,15777.476761973432
373,27683.139026775854
374,17596.30668701849
375,42637.4918804886
376,145684.48807595123
377,21637.05722991402
378,122691.22271334892
379,86999.77195096784
380,151184.75023160392
381,50558.780739847985
382,21953.37244301712
383,0
384,37729.50303540622
385,174062.58980621016
386,50698.62849894166
387,165329.03998247077
388,93144.26500638174
389,128419.77991979146
390,23433.640918346635
391,68410.01608069659
392,57157.87871409042
393,71632.13739796702
394,44260.712213353036
395,82727.95821348568
396,0
397,41851.727448245576
398,16001.440030148844
399,84032.64885697298
400,23740.216896261052
401,38701.14885213394
402,27615.622193530166
403,0
404,61934.07177389027
405,22695.864282817452
406,34549.084497826945
407,0
408,88686.74158220137
409,82928.19731585996
410,28637.556027149356
411,34839.032944091276
412,64617.54580498478
413,131446.6571713864
414,0
415,13736.79110851004
416,90313.83381308983
417,111834.24249871228
418,25446.749462960852
419,301069.3569936245
420,34698.69718181567
421,20724.966748326897
422,99512.2289322782
423,19980.59192004017
424,14799.535820539137
425,46455.100732097366
426,70587.015152359
427,37126.46895202587
428,59097.71379915701
429,89703.0419545058
430,88644.39495223126
431,9851.288211451283
432,151071.97551311913
433,398835.12273132324
434,468382.3063185447
435,17581.770057881182
436,430513.50628143246
437,13426.140971385841
438,48420.360164509206
439,263809.99137291
440,13756.644779922835
441,178875.28022554348
442,20790.53812477696
443,69317.7343232295
444,59079.78240233909
445,113713.36131173772
446,12737.495454748281
447,120131.55955310259
448,0
449,11036.240135051323
450,71441.99514520935
451,47222.97925723748
452,21005.690820362885
453,0
454,266892.3261460595
455,182242.41779182726
456,114366.39899116271
457,14266.798278728826
458,15288.067884211605
459,29045.945253955317
460,20710.78485922469
461,94925.75228677198
462,299940.6710350577
463,101038.0998805805
464,33534.21668407447
465,20387.983029972645
466,56300.73101040024
467,64864.97060251966
468,132236.61620631636
469,72845.2221593914
470,240802.96976588437
471,37158.71793711967
472,13097.545489888775
473,122477.82453387386
474,43187.20096685273
475,85827.68193571949
476,61628.86961929988
477,12862.304035456062
478,92185.95122099361
479,486753.02098978055
480,35022.63868703885
481,156818.52640558747
482,0
483,223105.67519848642
484,148468.22670685328
485,485010.13255246374
486,236280.1513980777
487,102005.0450648577
488,207516.56574679085
489,73779.79907602552
490,18384.198393075523
491,106559.45077161449
492,68776.98355396978
493,207448.07809508694
494,36701.2264358729
495,81996.52015413977
496,185790.90528662896
497,227147.43011358855
498,221894.5792717859
499,86074.6293061266
500,52670.48384585052
501,19035.722908109074
502,88296.66565446193
503,159220.04440018162
504,136655.05438725726
505,26864.135746420878
506,101141.86563237337
507,45850.52397500594
508,51010.57560624591
509,131397.82566236667
510,0
511,106092.38612756827
512,14327.29128324786
513,20732.02198844046
514,70914.51120513774
515,115071.29738468963
516,30865.426923860658
517,32129.13095956754
518,48167.765862545966
519,60404.31340290633
520,89387.38310949752
521,186876.77960928975
522,28781.769482853557
523,105701.2181906878
524,77483.78796321322
525,73919.84104330391
526,35914.574851734826
527,0
528,9571.214824645182
529,175654.1610421769
530,129487.4509867107
531,219187.90381221974
532,141815.16662994208
533,44169.24551678599
534,119625.70287468276
535,142792.3975333865
536,37406.879430078174
537,46437.30937568536
538,500000
539,128041.87655041816
540,40426.24100597267
541,56001.46513771346
542,25906.962148621744
543,32327.57674552375
544,197725.5374311998
545,59819.38907618435
546,269321.1466198474
547,85214.82056359536
548,215711.48649293836
549,73783.29689401563
550,0
551,68243.66545148949
552,425872.0350505836
553,4543.061526414111
554,322389.1364851888
555,70749.1817345766
556,78318.48568672346
557,124359.7524290801
558,57566.29807784705
559,66892.32606568228
560,56562.43365654918
561,41499.93815217476
562,40254.285273473724
563,70373.45534950338
564,112271.790137495
565,54030.85845253104
566,87921.0059618835
567,81843.54807587767
568,41575.94323589847
569,42307.71545285697
570,30610.288595165657
571,270896.97741066624
572,76439.8065475554
573,181803.66976766437
574,129224.193049759
575,114191.04127740134
576,67888.12803634064
577,296579.89046129567
578,84884.09753552788
579,187950.02651508994
580,242574.16589161218
581,60247.08096670459
582,14253.588665397547
583,63264.40290489397
584,62836.990084859586
585,55266.67109752426
586,18110.30950324591
587,32332.581326094067
588,194716.41810036497
589,139638.20735272602
590,128075.1863053442
591,46515.20216967046
592,91580.12080655548
593,35860.44043490782
594,19334.929025945192
595,79478.25064838992
596,41935.419295138294
597,28704.341150926404
598,30782.206943156765
599,24937.8673642354
600,91154.08854074797
601,103526.73821008146
602,219586.46511195134
603,137952.49411878455
604,187605.1317064021
605,24154.199784671797
606,72380.95922576437
607,40877.85013863385
608,179799.6411783755
609,56745.64541458381
610,9314.948889593032
611,129653.89928285201
612,34092.895025588114
613,60045.40437060907
614,235058.89961513563
615,36204.416094941764
616,32503.03347911655
617,306334.7545273373
618,44737.51923160608
619,17677.17120824007
620,20136.5243934662
621,30169.627380603768
622,203842.96645984155
623,151991.55874379555
624,287282.24290069845
625,129193.98519557847
626,27340.87754146481
627,139148.08954157613
628,57485.84786222604
629,93040.65324401595
630,373610.085495601
631,124043.1195857273
632,103740.16447228797
633,99560.14891319431
634,60605.260113833654
635,11198.310551633484
636,44317.9403420385
637,0
638,114084.23122759
639,99613.05187061649
640,34707.386053082344
641,500000
642,58494.80724767793
643,350049.22893029917
644,76832.7936556582
645,41606.17107958819
646,9889.261660560278
647,61497.63261877464
648,234115.8432091204
649,52982.074096073426
650,204453.65906877842
651,351605.4623946661
652,40090.618227917665
653,88250.38814903922
654,152676.76754768207
655,262530.8212994429
656,68981.28428464048
657,77255.26390617633
658,107161.70585843125
659,408294.13262153603
660,27894.898487772614
661,37007.442420559375
662,8530.429394307073
663,224006.76870096909
664,24824.76659451253
665,6301.433586476418
666,68444.93817002358
667,32262.82650590614
668,23378.219971714145
669,0
670,54847.3098373247
671,16662.85570226353
672,63549.82303820989
673,32787.44803537644
674,15114.774330975932
675,19944.719676954523
676,31904.9052872349
677,42126.09786685511
678,55109.3510076844
679,53457.73668333173
680,343183.27744779445
681,90981.61706439611
682,57076.11980123559
683,69983.52697061123
684,0
685,47086.529901007925
686,14410.573347484187
687,115314.17766959847
688,164615.16656156
689,209791.92252710622
690,246731.51026357466
691,0
692,34765.65240088872
693,29386.47859464061
694,10897.5863330339
695,444554.4974450421
696,0
697,457106.65391322435
698,331891.27916064754
699,152083.2777134455
700,27325.325061006482
701,65546.75043001381
702,11752.562991876812
703,96901.20060244258
704,53554.38387836438
705,37774.87963143098
706,88351.99380542089
707,52597.37643195189
708,500000
709,21295.511066897372
710,67637.93845597662
711,177413.22505692573
712,156744.19636118872
713,0
714,78348.69000519531
715,121651.64602537068
716,141590.25845309653
717,41018.35738601891
718,225245.75147277443
719,153213.00298370153
720,55344.55508402886
721,19744.17447376771
722,131273.97876949268
723,3941.2345174746733
724,15404.331031693515
725,267156.85731137916
726,39422.773477307965
727,32390.546995259003
728,75476.26181456275
729,14231.962097833346
730,0
731,81068.46717571712
732,278306.00781780796
733,27795.966345873243
734,96229.78975043786
735,42640.95893878095
736,50944.859806756634
737,0
738,149634.6253818604
739,35677.55556411285
740,14469.586562400455
741,44107.711408339084
742,18745.973632401045
743,0
744,185355.13511588183
745,204146.80643811228
746,152186.56999001108
747,69145.56936042098
748,147615.5366032148
749,75561.6939889981
750,94274.34607831348
751,163034.32522786947
752,73790.90331624726
753,68724.4846554615
754,61894.32284399261
755,129333.363793965
756,174247.98162705405
757,133823.4853671508
758,13734.501350329376
759,22526.112129243742
760,14523.19476119104
761,45636.92276895222
762,40548.57825584467
763,117039.26652831612
764,67841.02765273131
765,20185.481328370974
766,22517.963571759155
767,77675.22167160592
768,14819.365691045019
769,27916.524923824956
770,107440.18767675388
771,0
772,324256.8886328969
773,242968.4767219737
774,265581.2321111789
775,500000
776,224978.3999513485
777,323961.6558407759
778,164851.3327341508
779,87345.33598417552
780,24826.6183172315
781,22357.073562380432
782,41838.591417377414
783,99839.69187552997
784,62004.36483399332
785,69011.52804187176
786,109023.54476321705
787,41797.49870828124
788,126544.29249223266
789,68421.23649103133
790,112243.20192110103
791,121749.93382013927
792,76887.32126779249
793,115864.86108955003
794,67096.97844556466
795,61578.12436211006
796,176081.3403935131
797,197705.46618662975
798,214314.86507409753
799,89692.86118405178
800,27823.073793756394
801,37915.05888296475
802,102307.65469419419
803,36171.65080029623
804,106342.07058366819
805,13103.491421299002
806,500000
807,66830.71069662078
808,122105.28158528608
809,230661.22872473937
810,27253.663158530384
811,92812.83475810476
812,37352.52042960645
813,23716.42738196473
814,34425.47346501486
815,37580.294923394504
816,491954.02360842074
817,85159.89456501082
818,78973.20416760206
819,42735.38443340498
820,64431.76402023001
821,42541.61436107699
822,30116.645487264585
823,81808.60719589317
824,145162.41954549134
825,64967.676330569855
826,141086.67954816035
827,7629.5679284013
828,8326.084485848281
829,165449.708590666
830,8411.907423161954
831,51623.47328109043
832,396945.8742977065
833,31981.10734666275
834,65981.532853842
835,382673.37009206595
836,107550.5858039571
837,96626.02443440678
838,81616.30787304469
839,55885.77827844813
840,51655.074969223824
841,38791.08681879085
842,366233.0730383801
843,76448.91862873944
844,0
845,147651.10278277792
846,117948.12720803362
847,68496.83051561554
848,171633.06842560333
849,48135.738602440906
850,46413.28830839499
851,87692.36972590974
852,8030.290187727447
853,38920.84393224079
854,500000
855,210959.66542623437
856,51778.87133693419
857,40749.371447445876
858,95227.86557076346
859,105234.91994144513
860,38770.56279284736
861,72911.81240457675
862,47204.66856332277
863,71678.01714094561
864,59066.56792370902
865,257135.42008263696
866,49245.16368800496
867,194368.80717456454
868,80864.10999892304
869,69650.27466399853
870,38427.264324183314
871,74452.76943724073
872,0
873,92283.73003326473
874,160962.36415451718
875,13818.1572458941
876,146624.20300429183
877,102135.15734119464
878,393232.9403630198
879,18722.994921336904
880,18530.69696636352
881,182258.57575637088
882,98141.22884319838
883,70224.11206089461
884,71460.86100432849
885,27898.381493735757
886,64549.35688398621
887,24673.1913913939
888,68397.39753720416
889,122082.42483340495
890,56756.50983258002
891,38605.08504080215
892,135744.25629850515
893,71202.58395183766
894,145858.08411856717
895,27381.380358461705
896,25735.618046787356
897,52066.42560309792
898,77024.41753859061
899,38271.85808835562
900,54293.07510548091
901,500000
902,74472.08028636112
903,93758.0867984638
904,37972.28358882915
905,19545.740426493543
906,90247.76882374851
907,48537.50373400417
908,91566.24540805443
909,195407.11177882933
910,27747.351477707143
911,109106.07371996391
912,105192.47937728427
913,322736.04619732604
914,85002.99626355185
915,135182.33297925515
916,171328.91959576547
917,63004.08382154551
918,132609.99407460488
919,44388.387165171596
920,31548.02311350954
921,18869.079408984042
922,171676.80269441442
923,83328.47784523928
924,53726.3506053866
925,216042.48165027838
926,41571.59074991703
927,41065.3021704954
928,59266.82691710261
929,46965.69724821038
930,225388.86222168207
931,83641.75888483852
932,170995.2200143262
933,76789.19856518612
934,75961.96567781476
935,105585.24758501787
936,37063.52480180739
937,143712.64146065252
938,90698.30246103776
939,20677.81034908884
940,187207.03914427612
941,87690.0898831374
942,24932.050223629725
943,117102.73453792495
944,45279.375640638435
945,77056.12300989403
946,52225.18592587062
947,27642.570842894314
948,44783.21408971505
949,52117.920588813235
950,42220.87627369616
951,47746.39150567704
952,19054.87696971113
953,131098.8494344495
954,39227.55381612147
955,34690.61417825268
956,32535.621775609136
957,89668.19853888192
958,51458.14403012776
959,47452.77717081235
960,97352.52535107972
961,16732.839465263663
962,17993.140559451735
963,323551.7175153703
964,120022.37696370734
965,136622.05199133515
966,56038.53615971722
967,78379.99729797343
968,20361.99236726689
969,38056.20585907002
970,37875.06415107411
971,20420.145538881377
972,32672.790687950168
973,110208.77856144388
974,8601.737148899007
975,260499.5222845576
976,104479.40489145386
977,124492.65431981889
978,9804.442072994454
979,161839.8307710201
980,66883.8378249055
981,128424.29222857227
982,418618.75147860555
983,145294.80608331188
984,133922.91839039026
985,180426.95377591008
986,39517.88407025317
987,47422.70433496203
988,0
989,75800.24926495276
990,101924.5213284507
991,80667.15340456791
992,93056.23124980654
993,71971.04851118136
994,259788.97009660554
995,22337.666242302217
996,61035.64277606249
997,175311.89621175072
998,140712.0365074269
999,12291.499986910065
1000,36677.85109997376
