sex,year,employed
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,TRUE
male,1962,FALSE
male,1962,FALSE
male,1962,FALSE
male,1962,FALSE
male,1962,FALSE
male,1962,FALSE
male,1962,FALSE
male,1962,FALSE
male,1962,FALSE
male,1962,FALSE
male,1962,FALSE
male,1962,FALSE
male,1962,FALSE
male,1962,FALSE
male,1962,FALSE
male,1962,FALSE
male,1962,FALSE
male,1962,FALSE
male,1962,FALSE
male,1962,FALSE
male,1962,FALSE
male,1962,FALSE
male,1962,FALSE
male,1962,FALSE
male,1962,FALSE
male,1962,FALSE
male,1962,FALSE
male,1962,FALSE
male,1962,FALSE
male,1962,FALSE
male,1962,FALSE
male,1962,FALSE
male,1962,FALSE
male,1962,FALSE
male,1962,FALSE
male,1962,FALSE
male,1962,FALSE
male,1962,FALSE
male,1962,FALSE
male,1962,FALSE
male,1962,FALSE
male,1962,FALSE
male,1962,FALSE
male,1962,FALSE
male,1962,FALSE
male,1962,FALSE
male,1962,FALSE
male,1962,FALSE
male,1962,FALSE
male,1962,FALSE
male,1962,FALSE
male,1962,FALSE
male,1962,FALSE
male,1962,FALSE
male,1962,FALSE
male,1962,FALSE
male,1962,FALSE
male,1962,FALSE
male,1962,FALSE
male,1962,FALSE
male,1962,FALSE
male,1962,FALSE
male,1962,FALSE
male,1962,FALSE
male,1962,FALSE
male,1962,FALSE
male,1962,FALSE
male,1962,FALSE
male,1962,FALSE
male,1962,FALSE
male,1962,FALSE
male,1962,FALSE
male,1962,FALSE
male,1962,FALSE
male,1962,FALSE
male,1962,FALSE
male,1962,FALSE
male,1962,FALSE
male,1962,FALSE
male,1962,FALSE
male,1962,FALSE
male,1962,FALSE
male,1962,FALSE
male,1962,FALSE
male,1962,FALSE
male,1962,FALSE
male,1962,FALSE
male,1962,FALSE
male,1962,FALSE
male,1962,FALSE
male,1962,FALSE
male,1962,FALSE
male,1962,FALSE
male,1962,FALSE
male,1962,FALSE
male,1962,FALSE
male,1962,FALSE
male,1962,FALSE
male,1962,FALSE
male,1962,FALSE
male,1962,FALSE
male,1962,FALSE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
male,1963,TRUE
