observation_id,sampling_weight,treated,y,race,pre_age,pre_educ,pre_marital,pre_employed,pre_fulltime,pre_tenure,pre_experience
16,0.7935516257551309,FALSE,TRUE,Non-Hispanic Black,24.714843101531542,High school,no_partner,TRUE,TRUE,0.1,4.344319998906934
17,1.413117957013259,FALSE,TRUE,Non-Hispanic Non-Black,29.99256203183018,4-year degree,married,TRUE,FALSE,0.1,4.581684610565596
18,1.1540751759792216,FALSE,TRUE,Non-Hispanic Non-Black,21.960696911094736,High school,no_partner,TRUE,FALSE,0.4074256407065236,0.4074256407065236
19,1.358130924002331,FALSE,TRUE,Non-Hispanic Non-Black,29.9113687577989,4-year degree,married,TRUE,FALSE,0.1,1.2307509816488986
20,0.9026022906936539,FALSE,TRUE,Hispanic,31.480746514209436,4-year degree,married,TRUE,FALSE,0.1,5.070931071698865
21,0.8926880621534313,FALSE,TRUE,Hispanic,18,Less than high school,no_partner,FALSE,FALSE,0.1,1.791325188458932
22,1.2668734154539822,FALSE,TRUE,Non-Hispanic Non-Black,22.191346747209046,High school,no_partner,TRUE,FALSE,0.35766055125157636,0.35766055125157636
23,1.5949456250036484,FALSE,TRUE,Non-Hispanic Non-Black,21.691623723169656,High school,cohabiting,TRUE,TRUE,5.276985470686448,6.356698071327382
24,1.0822080810784855,FALSE,TRUE,Non-Hispanic Non-Black,21.38583129468551,High school,no_partner,TRUE,FALSE,0.1,1.5218055060906588
25,1.4674692815806931,FALSE,FALSE,Non-Hispanic Non-Black,19.138471539333985,High school,no_partner,FALSE,FALSE,0.1,0.1970635548052651
26,1.3448731403584526,FALSE,TRUE,Non-Hispanic Non-Black,25.34105866375938,High school,married,TRUE,TRUE,3.2223648767890145,5.348442754590231
27,1.1585532664312344,FALSE,TRUE,Non-Hispanic Non-Black,23.737852483511677,High school,married,TRUE,FALSE,2.096063954968708,2.6652539174841934
28,1.2595138602058669,FALSE,TRUE,Non-Hispanic Non-Black,23.452615727370762,High school,no_partner,TRUE,TRUE,0.1,7.731645778055324
29,1.349360103756188,FALSE,TRUE,Non-Hispanic Non-Black,26.681484149751267,High school,married,TRUE,FALSE,6.588523428010079,7.305641991778881
30,0.6421523469822421,FALSE,TRUE,Non-Hispanic Black,31.7253254713445,High school,no_partner,TRUE,FALSE,0.1,0.1
31,1.466863521504235,FALSE,TRUE,Non-Hispanic Non-Black,21.012488964248078,High school,no_partner,FALSE,FALSE,0.1,0.6954578384037056
32,1.1461679469212545,FALSE,TRUE,Non-Hispanic Non-Black,26.96355325110881,2-year degree,married,TRUE,TRUE,0.1,3.2793789181505444
33,0.5,FALSE,TRUE,Non-Hispanic Black,20.732790277436123,High school,no_partner,TRUE,FALSE,0.1,3.0890575358747916
34,0.6329795629653272,FALSE,TRUE,Hispanic,25.916238270490464,High school,no_partner,TRUE,TRUE,0.5010195242113127,4.178339460541381
35,0.6841365164193816,FALSE,TRUE,Non-Hispanic Black,24.180971975708786,High school,no_partner,TRUE,FALSE,1.9747053910081038,1.9747053910081038
36,0.8400814775099578,FALSE,TRUE,Hispanic,25.49360108428127,High school,no_partner,TRUE,TRUE,2.4029558281091368,3.923500015607277
37,0.5,FALSE,TRUE,Non-Hispanic Black,26.020338921168612,High school,no_partner,TRUE,FALSE,0.1,1.596149887544911
38,1.336575250497993,FALSE,TRUE,Non-Hispanic Non-Black,31.28956706519535,4-year degree,no_partner,TRUE,TRUE,0.1,0.1
39,1.3251433050974284,FALSE,TRUE,Non-Hispanic Non-Black,27.69800841519725,4-year degree,no_partner,TRUE,TRUE,1.7554872900118135,6.233564382574751
40,1.4598635319806006,FALSE,TRUE,Non-Hispanic Non-Black,23.78273894925894,High school,no_partner,FALSE,FALSE,0.1,2.3425156138100327
41,1.4682242487301254,FALSE,TRUE,Non-Hispanic Non-Black,24.175673051042097,High school,cohabiting,TRUE,TRUE,2.900965898651546,3.7010673915548917
42,1.2533751802178739,FALSE,TRUE,Non-Hispanic Non-Black,18.27499672796313,High school,no_partner,TRUE,FALSE,0.2004362427163433,0.41545307483018734
43,1.039872757393493,FALSE,TRUE,Non-Hispanic Non-Black,20.89101394488376,High school,no_partner,TRUE,FALSE,2.801420766942435,3.6726087032573065
44,1.4962083027630728,FALSE,FALSE,Non-Hispanic Non-Black,33.71877585986612,4-year degree,no_partner,TRUE,TRUE,0.37699452906863196,2.6829088540394745
45,0.7310119127683278,FALSE,TRUE,Hispanic,24.056413160078524,High school,no_partner,TRUE,FALSE,2.2694489159358326,2.626698428698101
46,0.5674570700162563,FALSE,TRUE,Non-Hispanic Black,21.423680000403863,Less than high school,no_partner,FALSE,FALSE,0.1,0.1
47,1.5644523255818543,FALSE,TRUE,Non-Hispanic Non-Black,21.587828910883484,High school,no_partner,TRUE,FALSE,1.80486382053993,1.80486382053993
48,0.5,FALSE,FALSE,Hispanic,21.2023569134858,High school,no_partner,FALSE,FALSE,0.1,0.6602149345464077
49,1.29186145617379,FALSE,TRUE,Non-Hispanic Non-Black,25.739111476268224,High school,no_partner,TRUE,TRUE,0.1,3.5039294059641723
50,1.4147898188188222,FALSE,TRUE,Non-Hispanic Non-Black,23.57479969325772,High school,no_partner,TRUE,TRUE,1.437541488687057,5.390742912994634
51,1.26599813939261,FALSE,TRUE,Non-Hispanic Non-Black,25.043696543993615,4-year degree,no_partner,TRUE,TRUE,0.3920751997064331,4.0201822780958825
52,1.2573404291514478,FALSE,TRUE,Non-Hispanic Non-Black,29.445345414596915,4-year degree,no_partner,TRUE,TRUE,0.1,8.207680745897402
53,1.3345224311798418,FALSE,TRUE,Non-Hispanic Non-Black,29.72415974570727,4-year degree,no_partner,TRUE,TRUE,3.2035812364121288,4.559559261921267
54,1.4881982158299656,FALSE,TRUE,Non-Hispanic Non-Black,22.863711693157736,High school,married,TRUE,TRUE,3.1189311291504334,4.759137599040558
55,1.4890510937591914,FALSE,TRUE,Non-Hispanic Non-Black,20.20203578322268,Less than high school,no_partner,TRUE,FALSE,0.38136501030798986,0.38136501030798986
56,0.5,FALSE,TRUE,Non-Hispanic Black,26.781162152751634,High school,no_partner,TRUE,TRUE,4.21633855657378,4.21633855657378
57,1.0859772773205962,FALSE,TRUE,Non-Hispanic Non-Black,26.388638292777344,High school,no_partner,FALSE,FALSE,0.1,0.1
58,0.535645588857776,FALSE,TRUE,Non-Hispanic Black,27.357397625625815,4-year degree,no_partner,TRUE,FALSE,1.5731213377035864,4.1001387365049755
59,0.5,TRUE,FALSE,Non-Hispanic Black,25.666666666666668,High school,cohabiting,TRUE,FALSE,0.6346153846153846,1.4038461538461537
60,1.4052820796911674,FALSE,TRUE,Non-Hispanic Non-Black,27.599574691481383,4-year degree,no_partner,TRUE,FALSE,0.9647648374599624,0.9647648374599624
61,1.5936513150079281,FALSE,FALSE,Non-Hispanic Non-Black,23.633319304588678,High school,no_partner,FALSE,FALSE,0.1,0.1
62,1.3154279739068508,FALSE,FALSE,Non-Hispanic Non-Black,21.260241055449008,Less than high school,no_partner,TRUE,FALSE,0.1,0.1
63,0.5104187988418095,TRUE,TRUE,Non-Hispanic Black,22.246984238192322,High school,cohabiting,FALSE,FALSE,0.1,1.676015305412347
64,0.713943949357291,FALSE,FALSE,Hispanic,23.700988098159453,High school,no_partner,FALSE,FALSE,0.1,0.31978634502300196
65,0.5804210777202793,FALSE,TRUE,Hispanic,29.883427497764966,High school,no_partner,TRUE,FALSE,0.1,0.1
66,1.5591632859361109,FALSE,TRUE,Non-Hispanic Non-Black,28.44278023847579,4-year degree,no_partner,TRUE,TRUE,0.133731093012472,6.042628156386034
67,1.3906724213130839,FALSE,FALSE,Non-Hispanic Non-Black,21.441826500925647,High school,no_partner,FALSE,FALSE,0.1,1.600788875603616
68,0.6795071980538836,FALSE,FALSE,Non-Hispanic Black,20.192858856958363,Less than high school,no_partner,FALSE,FALSE,0.1,1.3182941101734806
69,1.8530725529915704,FALSE,TRUE,Non-Hispanic Non-Black,31.45970864501888,High school,married,TRUE,TRUE,7.312444920001836,10.125624392294823
70,1.4406665306130852,FALSE,TRUE,Non-Hispanic Non-Black,21.19448257265725,High school,cohabiting,TRUE,TRUE,0.1,3.3291657598101083
71,1.2376832474429509,FALSE,TRUE,Non-Hispanic Non-Black,25.89566464081524,High school,no_partner,TRUE,FALSE,0.33535032830431644,1.0412659003761147
72,0.5,FALSE,TRUE,Non-Hispanic Black,24.37342718375859,High school,no_partner,FALSE,FALSE,0.1,1.4149068922394248
73,0.7922349606106674,FALSE,FALSE,Non-Hispanic Black,28.68121496803155,High school,no_partner,TRUE,FALSE,0.1,0.1
74,0.9296939409903449,FALSE,FALSE,Hispanic,25.384698056136724,High school,no_partner,TRUE,FALSE,0.16977204682645164,0.16977204682645164
75,0.5027251374674029,FALSE,FALSE,Non-Hispanic Black,29.48820866867922,4-year degree,no_partner,FALSE,FALSE,0.1,0.1
76,0.5017152948783911,FALSE,TRUE,Non-Hispanic Black,35.82658776891215,4-year degree,no_partner,TRUE,TRUE,1.707654404557375,1.707654404557375
77,0.6385355741185553,FALSE,TRUE,Hispanic,24.919720495437694,2-year degree,no_partner,TRUE,FALSE,0.4272618235479544,1.070566479574282
78,1.39283559711043,TRUE,TRUE,Non-Hispanic Non-Black,30.881892050474995,4-year degree,married,TRUE,TRUE,5.139585503898951,5.139585503898951
79,1.0977939595981772,TRUE,FALSE,Non-Hispanic Black,24.288424959849298,High school,no_partner,TRUE,FALSE,0.1,0.1
80,1.5315915678754701,FALSE,TRUE,Non-Hispanic Non-Black,21.931018174873277,Less than high school,cohabiting,TRUE,TRUE,0.9349079963600178,4.346839235236365
81,0.6027440992366974,FALSE,TRUE,Hispanic,19.82218346423599,High school,no_partner,TRUE,FALSE,0.1,2.562724363311336
82,1.6121704017547158,FALSE,TRUE,Non-Hispanic Non-Black,28.05853333717578,High school,married,TRUE,FALSE,2.836627531588587,2.836627531588587
83,1.3241793147938323,FALSE,TRUE,Non-Hispanic Non-Black,35.042142120012855,4-year degree,cohabiting,FALSE,FALSE,0.1,0.1
84,1.2629974808497642,FALSE,TRUE,Non-Hispanic Non-Black,23.497359410501733,High school,no_partner,TRUE,FALSE,2.11637285531779,2.11637285531779
85,2.011661171822308,FALSE,TRUE,Non-Hispanic Non-Black,28.900304887426902,High school,cohabiting,TRUE,FALSE,0.1,0.1
86,1.3226291756630912,FALSE,TRUE,Non-Hispanic Non-Black,28.35124309552237,4-year degree,married,TRUE,TRUE,5.932716972570665,7.1623050941009865
87,0.7808701318762837,FALSE,TRUE,Hispanic,28.359636342161412,High school,married,TRUE,TRUE,0.7145568107809677,6.83892877856397
88,1.2747685464779461,FALSE,TRUE,Non-Hispanic Non-Black,18,High school,no_partner,TRUE,FALSE,0.7010710932768872,0.7010710932768872
89,1.2886066460523784,FALSE,TRUE,Non-Hispanic Non-Black,22.715267081500382,High school,no_partner,FALSE,FALSE,0.1,0.19119008428126083
90,0.8968612600695334,FALSE,TRUE,Non-Hispanic Black,28.80729081912309,High school,no_partner,TRUE,TRUE,3.5850982346298403,5.379097868438021
91,1.3677991123280138,FALSE,TRUE,Non-Hispanic Non-Black,27.212113000810866,4-year degree,cohabiting,TRUE,TRUE,1.6019792312657812,5.878916719636704
92,1.4479903763007573,FALSE,FALSE,Non-Hispanic Non-Black,31.50196723294927,4-year degree,no_partner,TRUE,FALSE,0.6694507640994305,3.605842259900555
93,1.2719910036303024,FALSE,TRUE,Non-Hispanic Non-Black,21.620359669326923,High school,no_partner,TRUE,FALSE,0.1,0.1
94,1.3560045326663834,FALSE,TRUE,Hispanic,22.905903081732863,High school,no_partner,FALSE,FALSE,0.1,0.6784926265080922
95,0.994140608125375,FALSE,FALSE,Non-Hispanic Black,31.744380302882536,2-year degree,no_partner,TRUE,TRUE,0.4510980185229023,5.16245544717426
96,1.3118323432171617,FALSE,TRUE,Non-Hispanic Non-Black,23.135657776248404,High school,no_partner,TRUE,FALSE,1.2582202669589115,3.8090254420304293
97,1.3650986133526788,FALSE,TRUE,Non-Hispanic Non-Black,24.34646800847185,High school,no_partner,FALSE,FALSE,0.1,0.1
98,1.4186517468646733,FALSE,TRUE,Non-Hispanic Non-Black,21.034832555534503,High school,no_partner,TRUE,FALSE,0.9743239081164177,1.2393580065082739
99,0.5,FALSE,TRUE,Non-Hispanic Black,24.311113496537494,High school,no_partner,FALSE,FALSE,0.1,2.0286790339222254
100,0.5,TRUE,TRUE,Non-Hispanic Black,22.281014825337007,Less than high school,no_partner,FALSE,FALSE,0.1,0.1
101,1.3424963748990113,FALSE,TRUE,Non-Hispanic Non-Black,26.33084917672151,High school,no_partner,TRUE,FALSE,2.3032684799847924,2.3032684799847924
102,1.3141869254846676,FALSE,TRUE,Non-Hispanic Non-Black,26.27036387561881,2-year degree,married,TRUE,TRUE,0.6473125786660368,4.553413949621575
103,1.2737345036878016,FALSE,TRUE,Non-Hispanic Non-Black,24.609774964383444,4-year degree,no_partner,TRUE,TRUE,2.3110317533759317,5.321324031966329
104,0.5,FALSE,TRUE,Non-Hispanic Black,26.277318949607192,High school,no_partner,TRUE,FALSE,0.6330354370945521,1.4888375309884077
105,0.7309584348831432,FALSE,TRUE,Non-Hispanic Black,28.282671589247293,High school,no_partner,TRUE,TRUE,0.29934348809175715,0.29934348809175715
106,1.5205773139294652,FALSE,TRUE,Non-Hispanic Non-Black,24.210361746110628,High school,cohabiting,FALSE,FALSE,0.1,0.1
107,1.385135295446506,FALSE,TRUE,Non-Hispanic Non-Black,25.21654775691926,High school,no_partner,TRUE,FALSE,1.0457120350615459,2.392017594372591
108,1.4406461490725744,FALSE,TRUE,Non-Hispanic Non-Black,28.917956465184808,4-year degree,no_partner,TRUE,TRUE,5.134975892353491,6.667354481397706
109,1.5216732240136144,FALSE,TRUE,Non-Hispanic Non-Black,23.087165736972267,High school,no_partner,TRUE,FALSE,0.1,1.641148946300106
110,1.70342535667367,FALSE,TRUE,Non-Hispanic Non-Black,20.333721155771208,High school,no_partner,FALSE,FALSE,0.1,2.5238604614240967
111,1.4462708815425618,TRUE,TRUE,Non-Hispanic Non-Black,29.89326493182797,4-year degree,married,TRUE,FALSE,3.430216188355821,4.529917372895977
112,1.2179348042523095,FALSE,TRUE,Non-Hispanic Non-Black,28.001547209542736,High school,married,FALSE,FALSE,0.1,3.097276705457516
113,1.1813551798251805,FALSE,FALSE,Non-Hispanic Non-Black,24.072123893600516,Less than high school,cohabiting,TRUE,TRUE,0.8679948624372309,3.4419987302014725
114,1.3589846684016995,FALSE,TRUE,Non-Hispanic Non-Black,29.503644687999298,High school,no_partner,TRUE,TRUE,0.1,0.3366513753262854
115,1.043411060566159,FALSE,TRUE,Non-Hispanic Black,24.789602494693195,2-year degree,no_partner,TRUE,TRUE,2.6070216073804007,3.520109054392549
116,0.8918814103912163,FALSE,TRUE,Hispanic,22.16403222707835,High school,no_partner,TRUE,FALSE,0.1,0.1
117,0.5186292021958314,FALSE,FALSE,Non-Hispanic Black,28.64343952287195,High school,no_partner,FALSE,FALSE,0.1,3.633584008398784
118,1.2217590913357979,FALSE,TRUE,Non-Hispanic Non-Black,32.187630648211744,4-year degree,no_partner,TRUE,FALSE,5.4447881997863075,8.390700472788145
119,1.3447570341061317,TRUE,TRUE,Non-Hispanic Non-Black,23.761525758785726,High school,no_partner,FALSE,FALSE,0.1,0.1
120,0.6420077468039926,TRUE,TRUE,Hispanic,25.91523220161652,High school,no_partner,TRUE,TRUE,0.1,5.2471109362716435
121,0.9144949233433377,FALSE,TRUE,Non-Hispanic Black,30.250189470509156,High school,no_partner,FALSE,FALSE,0.1,0.1
122,1.191265942829475,FALSE,TRUE,Non-Hispanic Non-Black,20.588002619904973,High school,no_partner,TRUE,FALSE,2.638789252385518,4.791189018138742
123,1.058118861368186,FALSE,TRUE,Non-Hispanic Non-Black,22.018675520611097,High school,cohabiting,FALSE,FALSE,0.1,0.1
124,1.246838452627281,FALSE,TRUE,Non-Hispanic Non-Black,25.39956464263506,High school,cohabiting,TRUE,TRUE,0.1,0.1
125,1.3371708342025348,FALSE,TRUE,Non-Hispanic Non-Black,26.58182836165683,High school,no_partner,TRUE,TRUE,4.057541796772097,6.277529911373293
126,1.1986813867903718,FALSE,TRUE,Hispanic,22.6946080655792,High school,married,TRUE,FALSE,2.787423427041464,3.589435289627522
127,0.6755965369287801,FALSE,FALSE,Hispanic,22.697595135211394,High school,no_partner,FALSE,FALSE,0.1,0.1
128,1.287772131293622,FALSE,TRUE,Non-Hispanic Non-Black,32.27040182802585,4-year degree,no_partner,TRUE,FALSE,3.579316075996558,3.579316075996558
129,1.3358574610468334,FALSE,TRUE,Non-Hispanic Non-Black,21.134713730577904,High school,no_partner,FALSE,FALSE,0.1,1.9113771251392064
130,0.6932764849189186,TRUE,TRUE,Non-Hispanic Black,34.6533130122064,4-year degree,cohabiting,TRUE,TRUE,5.576880791516176,5.586627995215407
131,1.226700488933748,FALSE,TRUE,Non-Hispanic Non-Black,20.2650594245431,Less than high school,no_partner,FALSE,FALSE,0.1,0.1
132,1.5309158252357293,FALSE,TRUE,Non-Hispanic Non-Black,21.858679384370188,High school,no_partner,FALSE,FALSE,0.1,1.036932214900385
133,1.4432185203948258,TRUE,TRUE,Non-Hispanic Non-Black,35.81149150297522,4-year degree,married,TRUE,FALSE,3.8469042545301377,4.236230014574949
134,1.1255242631132232,FALSE,TRUE,Hispanic,32.91506914541366,High school,married,TRUE,TRUE,2.159713447146113,2.159713447146113
135,0.5,FALSE,TRUE,Non-Hispanic Black,29.435280378687008,High school,no_partner,TRUE,FALSE,0.2567616990486692,2.993442448543054
136,1.424911466242711,FALSE,FALSE,Non-Hispanic Non-Black,24.112673974827732,Less than high school,married,FALSE,FALSE,0.1,0.24953800079786936
137,0.6003412797919739,FALSE,TRUE,Hispanic,26.906369737522915,Less than high school,married,FALSE,FALSE,0.1,0.891610233899972
138,1.1869374883975825,FALSE,TRUE,Non-Hispanic Non-Black,27.68687210448347,4-year degree,no_partner,TRUE,FALSE,0.1,2.5873075445951996
139,1.5373618061213248,FALSE,TRUE,Non-Hispanic Non-Black,23.873763848536363,High school,married,TRUE,TRUE,1.0100119500981406,6.1861604749731045
140,0.6698547287676005,FALSE,TRUE,Non-Hispanic Black,19.949862135083794,High school,cohabiting,TRUE,TRUE,4.749064922644946,7.10447869592243
141,1.3186180064169513,FALSE,TRUE,Non-Hispanic Non-Black,22.46904351753291,2-year degree,married,TRUE,TRUE,8.135366674571866,8.789872769800978
142,1.3204128062521538,FALSE,FALSE,Non-Hispanic Non-Black,23.243304943090504,High school,no_partner,TRUE,FALSE,0.1,0.1
143,1.1705448029398933,FALSE,TRUE,Non-Hispanic Non-Black,24.20711954526192,High school,married,TRUE,FALSE,1.331868599349708,1.331868599349708
144,1.5056557266605752,FALSE,TRUE,Non-Hispanic Non-Black,32.584242004645986,4-year degree,married,TRUE,FALSE,3.8362197919830328,3.8362197919830328
145,0.5,FALSE,FALSE,Non-Hispanic Black,21.907610115366513,Less than high school,no_partner,TRUE,FALSE,0.1,0.1
146,0.5,FALSE,TRUE,Non-Hispanic Black,28.702339479064193,High school,no_partner,TRUE,FALSE,1.863793662734984,2.7968540060209754
147,0.5,FALSE,FALSE,Non-Hispanic Black,33.541249084772765,High school,no_partner,FALSE,FALSE,0.1,0.49117945643150374
148,0.5,FALSE,FALSE,Hispanic,28.891522688288166,High school,no_partner,FALSE,FALSE,0.1,0.6439706943411487
149,0.5614431853647603,TRUE,FALSE,Hispanic,22.183004389810222,High school,no_partner,TRUE,TRUE,2.7562778878457763,6.021046101287317
150,1.4437977955229087,FALSE,TRUE,Non-Hispanic Non-Black,24.33535329236904,High school,no_partner,TRUE,FALSE,0.1,0.1
151,1.2573828390708706,FALSE,TRUE,Non-Hispanic Non-Black,20.51019501170779,High school,no_partner,TRUE,FALSE,0.1,0.1
152,0.5,FALSE,TRUE,Non-Hispanic Black,22.91724345336048,High school,no_partner,FALSE,FALSE,0.1,2.502301052952281
153,0.7399636246464018,FALSE,TRUE,Non-Hispanic Black,28.936616970269263,Less than high school,no_partner,TRUE,FALSE,0.1,0.1
154,1.0592804407439096,FALSE,TRUE,Non-Hispanic Black,29.63957262961831,4-year degree,no_partner,TRUE,TRUE,1.4361373466275746,3.973031547428051
155,0.5,FALSE,TRUE,Hispanic,24.525023746975208,High school,no_partner,FALSE,FALSE,0.1,4.452533888424706
156,0.6532432013419676,FALSE,TRUE,Hispanic,20.246828440383357,High school,no_partner,TRUE,TRUE,3.0498106514253895,4.385944071239131
157,1.343709027716684,FALSE,FALSE,Non-Hispanic Non-Black,35.35670938660942,High school,cohabiting,FALSE,FALSE,0.1,1.7024378171782437
158,1.2491265117333803,FALSE,TRUE,Non-Hispanic Non-Black,29.70643241702676,High school,cohabiting,TRUE,TRUE,1.8742034955395774,8.39021999178282
159,0.5,FALSE,FALSE,Non-Hispanic Black,23.422264094150744,High school,no_partner,FALSE,FALSE,0.1,0.1
160,1.3743939957423899,FALSE,TRUE,Non-Hispanic Non-Black,21.356282917539293,2-year degree,cohabiting,TRUE,TRUE,1.0527503129601006,2.6325754058489252
161,1.2258018154326886,FALSE,TRUE,Non-Hispanic Non-Black,36.71139897263421,4-year degree,cohabiting,TRUE,TRUE,0.3075179177683087,3.4318392275306477
162,1.3368016225377737,FALSE,TRUE,Non-Hispanic Non-Black,27.715031977467035,4-year degree,no_partner,TRUE,TRUE,0.1,0.1
163,0.5,FALSE,FALSE,Hispanic,24.292479137749456,High school,no_partner,TRUE,FALSE,0.3009860940003637,0.3009860940003637
164,1.8676158567353944,TRUE,FALSE,Non-Hispanic Black,26.136309985431097,Less than high school,no_partner,FALSE,FALSE,0.1,1.442055667152959
165,0.5241453926284037,FALSE,TRUE,Non-Hispanic Black,23.91316848559096,High school,no_partner,FALSE,FALSE,0.1,0.1
166,0.8277918417307335,FALSE,TRUE,Hispanic,21.967388610239833,Less than high school,no_partner,TRUE,TRUE,0.6855198964126099,7.036766473098506
167,1.349230664954565,FALSE,FALSE,Non-Hispanic Non-Black,24.991418315006417,Less than high school,no_partner,FALSE,FALSE,0.1,1.2178621669799679
168,1.5258674891927673,FALSE,TRUE,Non-Hispanic Non-Black,27.681043595507674,4-year degree,no_partner,TRUE,TRUE,3.1520455677963923,3.1520455677963923
169,1.2769957728122718,FALSE,TRUE,Non-Hispanic Non-Black,29.779620967533685,4-year degree,cohabiting,TRUE,TRUE,0.2861644050776224,9.702022551602308
170,1.282624624887539,FALSE,TRUE,Non-Hispanic Non-Black,20.655472010995037,High school,no_partner,TRUE,FALSE,0.1,0.1
171,0.5,FALSE,TRUE,Hispanic,24.662425089538736,High school,no_partner,FALSE,FALSE,0.1,1.1592627483109383
172,1.4432150602848395,FALSE,TRUE,Non-Hispanic Non-Black,24.342285967639437,High school,no_partner,FALSE,FALSE,0.1,0.7854996530754469
173,0.7292177841629894,FALSE,TRUE,Non-Hispanic Black,22.65265419720986,4-year degree,no_partner,TRUE,TRUE,3.0098304559866564,3.0098304559866564
174,1.4011284008755458,FALSE,TRUE,Non-Hispanic Non-Black,35.626379368876286,High school,married,TRUE,TRUE,3.702444310485559,4.014069298526882
175,1.505460638270004,FALSE,TRUE,Non-Hispanic Non-Black,30.91032449744298,4-year degree,married,TRUE,TRUE,0.1,8.432819386754174
176,1.212409878555981,FALSE,TRUE,Non-Hispanic Non-Black,27.5199920800649,4-year degree,no_partner,TRUE,FALSE,0.1,0.1
177,0.6017944516857242,FALSE,TRUE,Non-Hispanic Black,31.514891295347578,High school,no_partner,TRUE,TRUE,0.1,1.5011075519484214
178,1.3101907503842936,TRUE,FALSE,Non-Hispanic Non-Black,40.8545739208794,4-year degree,married,TRUE,TRUE,2.6554633877100082,7.279748560482885
179,0.7818619472515917,FALSE,TRUE,Non-Hispanic Black,27.34771347993399,High school,no_partner,TRUE,FALSE,0.1,0.1
180,1.3350752003428834,TRUE,FALSE,Non-Hispanic Non-Black,25.410840088647483,High school,cohabiting,FALSE,FALSE,0.1,3.0365171112574845
181,1.4047904395988173,FALSE,TRUE,Non-Hispanic Non-Black,23.565615600938038,High school,no_partner,TRUE,FALSE,0.1,2.0848630940142927
182,0.5,FALSE,TRUE,Hispanic,24.520684744045646,High school,no_partner,TRUE,TRUE,1.3919135289058833,1.3919135289058833
183,1.2579613922002228,FALSE,TRUE,Non-Hispanic Non-Black,21.92288489356725,High school,no_partner,FALSE,FALSE,0.1,1.5189629254504609
184,0.5423069183454131,FALSE,TRUE,Hispanic,25.739180434391848,High school,married,TRUE,TRUE,1.6403448725814544,9.419037174196013
185,1.2785697798263371,FALSE,TRUE,Non-Hispanic Non-Black,24.856190597306135,High school,no_partner,TRUE,FALSE,0.1,0.1
186,0.5,FALSE,FALSE,Hispanic,28.270231496422177,High school,no_partner,TRUE,TRUE,0.1,3.2029950016292843
187,1.2287254373377299,FALSE,TRUE,Non-Hispanic Non-Black,25.903011041137123,High school,no_partner,FALSE,FALSE,0.1,0.1
188,1.4290153063190945,FALSE,TRUE,Non-Hispanic Non-Black,29.880090287674328,4-year degree,no_partner,TRUE,TRUE,5.842659486736212,8.10737518423663
189,1.2385910455543598,FALSE,TRUE,Non-Hispanic Non-Black,24.64199001294407,High school,no_partner,TRUE,FALSE,0.5624449507748718,0.5624449507748718
190,1.216892088480531,FALSE,TRUE,Non-Hispanic Non-Black,21.366820557407628,Less than high school,no_partner,FALSE,FALSE,0.1,0.1
